difficulty,total_hours,enrolled,rating,institution,Label
intermediate,12.0,0.0,4.7,SAS,4
beginner,4.0,0.0,4.6,"University of California, Irvine",-1
intermediate,18.0,2716.0,4.5,EIT Digital ,12
beginner,21.0,23931.0,4.9,Berklee College of Music,0
beginner,6.0,19692.0,4.7,"University of California, Irvine",15
beginner,9.0,30696.0,4.7,Rice University,15
beginner,19.0,3388.0,4.6,University of Colorado System,10
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,0.0,4.7,Coursera,3
beginner,23.0,22703.0,4.7,,15
beginner,18.0,14258.0,4.6,Rutgers the State University of New Jersey,10
advanced,7.0,0.0,4.7,Google Cloud,4
intermediate,15.0,16792.0,4.6,"University of California, Davis",11
intermediate,13.0,0.0,4.7,IBM,4
beginner,12.0,1512.0,4.5,University of Pennsylvania,13
beginner,8.0,4233.0,4.8,Rutgers the State University of New Jersey,1
beginner,8.0,36814.0,4.6,University of Illinois at Urbana-Champaign,10
beginner,19.0,715293.0,4.9,University of Michigan,0
beginner,19.0,2092604.0,4.8,University of Michigan,-1
beginner,19.0,29195.0,4.5,Tecnológico de Monterrey,13
intermediate,2.0,2999.0,4.7,Coursera,9
beginner,8.0,5104.0,4.9,Universidad Austral,0
beginner,18.0,6169.0,5.0,Rutgers the State University of New Jersey,-1
beginner,12.0,7978.0,4.8,University of Colorado System,1
advanced,7.0,0.0,4.7,Google Cloud,4
beginner,14.0,1588.0,4.8,Emory University,1
advanced,7.0,0.0,4.7,Google Cloud,4
advanced,2.0,0.0,4.7,Coursera,3
intermediate,2.0,7490.0,4.7,Coursera,9
intermediate,24.0,0.0,4.7,EIT Digital ,4
beginner,12.0,9774.0,4.8,University of Pennsylvania,1
beginner,6.0,5882.0,4.7,Rutgers the State University of New Jersey,15
beginner,2.0,0.0,4.7,Coursera,7
intermediate,2.0,2793.0,4.7,Coursera,9
intermediate,2.0,3415.0,4.7,Coursera,9
intermediate,2.0,7369.0,4.7,Coursera,9
intermediate,51.0,0.0,4.7,École Polytechnique Fédérale de Lausanne,4
beginner,9.0,18972.0,4.7,Rice University,15
beginner,12.0,5882.0,4.7,National Research Tomsk State University,15
intermediate,8.0,0.0,4.7,Erasmus University Rotterdam,4
advanced,14.0,4549.0,4.8,University of Colorado Boulder,2
intermediate,18.0,0.0,4.7,Emory University,4
intermediate,21.0,28818.0,4.9,Universidade Estadual de Campinas,-1
beginner,20.0,1552.0,4.6,Emory University,10
intermediate,2.0,7623.0,4.7,Coursera,9
beginner,28.0,9317.0,4.8,University of London,1
advanced,25.0,1832.0,4.8,University of Colorado Boulder,2
beginner,8.0,0.0,4.7,University of Alberta,5
beginner,27.0,4984.0,4.8,Erasmus University Rotterdam,1
intermediate,2.0,0.0,4.7,Coursera,3
advanced,2.0,0.0,4.7,Coursera,3
beginner,2.0,0.0,4.7,Coursera,7
intermediate,19.0,1859.0,4.9,SAS,-1
beginner,12.0,0.0,4.5,Saint Petersburg State University,-1
beginner,0.0,0.0,4.7,Coursera,-1
intermediate,3.0,2097.0,4.7,Coursera,9
beginner,60.0,1739.0,4.7,Coursera,-1
beginner,10.0,16775.0,4.4,IESE Business School,14
beginner,26.0,28372.0,4.7,University of Illinois at Urbana-Champaign,15
intermediate,7.0,6482.0,4.1,University of Minnesota,12
beginner,16.0,12604.0,4.3,University of Minnesota,14
beginner,4.0,3671.0,4.2,The State University of New York,14
beginner,15.0,7936.0,4.7,Technical University of Denmark (DTU),15
beginner,32.0,162631.0,4.7,Duke University,-1
beginner,21.0,7200.0,4.7,Cloudera,15
beginner,3.0,3206.0,4.8,ESSEC Business School,1
beginner,21.0,107175.0,4.7,University of Washington,15
beginner,14.0,11113.0,4.8,Shanghai Jiao Tong University,1
beginner,10.0,5705.0,4.6,ESSEC Business School,10
advanced,11.0,0.0,4.7,Google Cloud,4
intermediate,7.0,0.0,4.4,Google Cloud,-1
beginner,13.0,5351.0,4.5,ESSEC Business School,13
beginner,22.0,137538.0,4.8,University of Washington,1
beginner,11.0,2757.0,4.6,ESSEC Business School,10
beginner,17.0,22484.0,4.8,University of Geneva,1
beginner,15.0,7614.0,4.6,ESSEC Business School,10
beginner,14.0,0.0,4.7,Universitat Autònoma de Barcelona,5
beginner,20.0,43012.0,4.8,The Hong Kong University of Science and Technology,1
intermediate,20.0,9946.0,4.2,Moscow Institute of Physics and Technology,12
intermediate,7.0,11523.0,4.7,Google Cloud,8
beginner,15.0,11161.0,4.8,University of Colorado System,1
intermediate,0.0,2899.0,4.7,Coursera,-1
intermediate,1.5,15705.0,4.7,Coursera,9
intermediate,17.0,2932.0,4.0,Shanghai Jiao Tong University,12
intermediate,15.0,7951.0,4.8,Imperial College London,2
beginner,15.0,22096.0,4.7,The World Bank Group,15
intermediate,7.0,0.0,4.3,Google Cloud,-1
beginner,9.0,12515.0,4.8,ESSEC Business School,1
intermediate,2.0,5972.0,4.7,Coursera,9
advanced,2.0,0.0,4.7,Coursera,3
beginner,21.0,13145.0,4.5,University at Buffalo,13
beginner,26.0,9744.0,4.7,University of Illinois at Urbana-Champaign,15
beginner,27.0,475857.0,4.7,University of Illinois at Urbana-Champaign,-1
beginner,5.0,5401.0,4.7,Coursera,-1
beginner,23.0,142966.0,4.7,Universiteit Leiden,15
beginner,28.0,31726.0,4.8,Rice University,1
intermediate,7.0,2793.0,4.7,Google Cloud,8
intermediate,9.0,2371.0,4.7,Shanghai Jiao Tong University,8
beginner,8.0,14377.0,4.7,ESSEC Business School,15
beginner,17.0,17595.0,4.5,ESSEC Business School,13
intermediate,1.0,2969.0,4.7,Coursera,9
intermediate,2.0,4442.0,4.7,Coursera,9
beginner,2.0,0.0,4.7,Coursera,7
intermediate,9.0,0.0,4.7,University of Colorado Boulder,4
beginner,24.0,17464.0,4.7,University of Illinois at Urbana-Champaign,15
beginner,12.0,18329.0,4.8,IESE Business School,1
intermediate,8.0,0.0,4.7,Google Cloud,4
beginner,2.0,0.0,4.7,Coursera,7
intermediate,2.0,4545.0,4.7,Coursera,9
beginner,8.0,36560.0,4.7,ESSEC Business School,15
beginner,11.0,5593.0,4.9,Berklee College of Music,0
intermediate,26.0,23587.0,4.2,HSE University,12
beginner,33.0,0.0,4.7,Yale University,5
beginner,22.0,15239.0,4.9,Shanghai Jiao Tong University,0
beginner,5.0,6842.0,4.6,University of Pennsylvania,10
intermediate,7.0,0.0,4.5,Google Cloud,-1
beginner,13.0,10131.0,4.7,ESSEC Business School,15
beginner,22.0,0.0,4.7,Yad Vashem ,5
beginner,20.0,36022.0,4.7,University of Illinois at Urbana-Champaign,15
beginner,1.5,3094.0,4.7,Coursera,16
intermediate,8.0,0.0,4.9,Google Cloud,-1
beginner,17.0,53133.0,4.3,Duke University,14
intermediate,18.0,55610.0,4.0,Imperial College London,12
beginner,6.0,5748.0,4.6,Tecnológico de Monterrey,10
beginner,15.0,2432.0,4.4,University of Illinois at Urbana-Champaign,14
beginner,33.0,0.0,4.7,Yale University,5
beginner,2.0,0.0,4.7,Coursera,7
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.0,0.0,4.7,Coursera,6
beginner,13.0,0.0,4.7,Indian School of Business,5
beginner,20.0,15838.0,4.8,Shanghai Jiao Tong University,1
beginner,13.0,0.0,4.7,ESSEC Business School,5
intermediate,20.0,34181.0,4.6,Google Cloud,11
beginner,1.5,3120.0,4.7,Coursera,16
beginner,1.0,0.0,4.7,Coursera,6
intermediate,8.0,0.0,4.6,Google Cloud,-1
beginner,6.0,0.0,4.7,DeepLearning.AI,5
beginner,13.0,25351.0,4.8,University of Virginia,1
beginner,12.0,21342.0,4.8,Universidade de São Paulo,1
intermediate,22.0,192673.0,4.7,IBM,-1
beginner,10.0,74791.0,4.7,Duke University,15
beginner,26.0,19592.0,4.7,Yale University,15
beginner,7.0,9779.0,4.7,University of New Mexico,15
beginner,18.0,85513.0,4.7,Imperial College London,15
beginner,13.0,48072.0,4.8,University of Michigan,1
beginner,20.0,59345.0,4.8,Shanghai Jiao Tong University,1
beginner,18.0,38053.0,4.7,ESSEC Business School,15
beginner,13.0,2770.0,4.9,SAS,0
beginner,1.0,0.0,4.7,Coursera,6
beginner,5.0,0.0,4.2,Saint Petersburg State University,-1
intermediate,28.0,19592.0,4.7,Georgia Institute of Technology,8
beginner,12.0,23376.0,4.6,École Polytechnique Fédérale de Lausanne,10
beginner,6.0,0.0,4.7,Sapienza University of Rome,5
beginner,20.0,6992.0,4.7,Macquarie University,15
intermediate,1.2,3797.0,4.7,Coursera,9
beginner,1.5,0.0,4.7,Coursera,7
beginner,10.0,4332.0,4.8,Institute of Certified Professional Managers,1
beginner,5.0,13738.0,4.3,Wesleyan University,-1
beginner,7.0,32157.0,4.7,University of New Mexico,15
beginner,10.0,36498.0,4.9,McMaster University,0
beginner,19.0,231067.0,4.7,Imperial College London,-1
beginner,12.0,0.0,4.7,University of Colorado Boulder,5
intermediate,8.0,0.0,4.8,Macquarie University,-1
beginner,15.0,0.0,5.0,Universidad Austral,-1
beginner,27.0,6866.0,4.9,École Polytechnique Fédérale de Lausanne,0
beginner,85.0,43353.0,4.6,Georgia Institute of Technology,10
intermediate,1.0,0.0,4.7,Coursera,3
beginner,8.0,0.0,4.8,Università Bocconi,-1
beginner,23.0,74320.0,4.8,Universidad de los Andes,1
intermediate,21.0,3989.0,4.9,Northwestern University,-1
intermediate,10.0,3150.0,4.8,Berklee College of Music,2
beginner,38.0,16878.0,4.2,University of London,-1
beginner,3.0,0.0,4.7,Coursera,-1
intermediate,1.0,0.0,4.7,Coursera,3
intermediate,9.0,5113.0,4.8,Unity,2
intermediate,35.0,4992.0,4.7,Northwestern University,8
beginner,22.0,6691.0,4.6,Northwestern University,10
beginner,12.0,156466.0,4.7,Università Bocconi,15
intermediate,13.0,12555.0,4.6,IE Business School,11
intermediate,1.5,0.0,4.7,Coursera,3
intermediate,60.0,0.0,4.7,Coursera,4
intermediate,13.0,16786.0,4.4,EIT Digital ,12
beginner,14.0,132077.0,4.8,University of Michigan,1
beginner,12.0,46332.0,4.9,Berklee College of Music,0
beginner,41.0,97711.0,4.4,University of California San Diego,-1
beginner,13.0,0.0,4.7,UBITS,5
beginner,12.0,82607.0,4.8,University of London,1
intermediate,25.0,65264.0,4.7,JetBrains,8
beginner,15.0,22938.0,4.6,Tecnológico de Monterrey,10
beginner,2.0,0.0,4.7,Coursera,7
beginner,21.0,25128.0,4.9,Universidad de los Andes,0
intermediate,17.0,3799.0,4.1,Michigan State University,12
beginner,2.0,0.0,4.7,Coursera,7
beginner,30.0,4411.0,4.7,IE Business School,15
beginner,14.0,8576.0,4.7,Macquarie University,15
beginner,10.0,40868.0,4.2,Wesleyan University,14
beginner,14.0,29804.0,4.7,Universidad Austral,15
intermediate,22.0,74737.0,4.8,École Polytechnique Fédérale de Lausanne,2
intermediate,32.0,6755.0,4.9,Northwestern University,-1
beginner,14.0,3949.0,3.5,Saint Petersburg State University,14
beginner,2.0,0.0,4.7,Coursera,7
beginner,0.0,0.0,4.7,Coursera,-1
beginner,9.0,27598.0,4.8,University of Geneva,1
beginner,10.0,7745.0,4.9,University of Minnesota,0
beginner,13.0,36734.0,4.7,"University of California, Davis",15
beginner,8.0,0.0,4.7,University of Toronto,5
beginner,9.0,20107.0,4.8,Universidad Nacional Autónoma de México,1
beginner,10.0,14002.0,4.5,University of Minnesota,13
advanced,16.0,7238.0,4.0,University of Colorado Boulder,12
intermediate,10.0,0.0,4.7,Moscow Institute of Physics and Technology,4
beginner,28.0,24306.0,4.7,Stanford University,15
beginner,22.0,82244.0,4.7,University of London,15
beginner,18.0,16372.0,4.7,University of London,15
intermediate,20.0,3265.0,4.6,IE Business School,11
intermediate,22.0,6456.0,4.8,Northwestern University,2
beginner,14.0,8890.0,4.7,,15
beginner,15.0,11732.0,4.3,University of Minnesota,14
beginner,14.0,12328.0,4.6,University of Colorado System,10
beginner,19.0,19333.0,4.7,Macquarie University,15
intermediate,10.0,1965.0,4.4,Universiteit Leiden,12
beginner,20.0,2355.0,4.7,Rice University,15
beginner,8.0,19569.0,4.8,Universidad Nacional Autónoma de México,1
beginner,15.0,63396.0,4.6,Korea Advanced Institute of Science and Technology(KAIST),10
beginner,4.0,0.0,4.7,Google Cloud,5
beginner,8.0,8255.0,4.8,Universidad Nacional Autónoma de México,1
beginner,9.0,21206.0,4.6,IE Business School,10
beginner,8.0,5149.0,4.4,Xi'an Jiaotong University,14
beginner,7.0,9264.0,4.7,University of Pennsylvania,15
intermediate,63.0,5418.0,4.6,University of Illinois at Urbana-Champaign,11
intermediate,19.0,8829.0,4.9,Northwestern University,-1
beginner,13.0,3760.0,4.8,The University of Sydney,1
beginner,5.0,3443.0,4.7,Erasmus University Rotterdam,15
beginner,12.0,16042.0,4.4,,14
intermediate,16.0,30609.0,4.7,The University of Edinburgh,8
intermediate,19.0,26066.0,4.5,DeepLearning.AI,12
beginner,11.0,45168.0,4.7,University of Virginia,15
beginner,13.0,13652.0,4.5,University of Minnesota,13
beginner,2.0,7115.0,4.7,Coursera,16
intermediate,25.0,9410.0,4.8,University of Cape Town,2
intermediate,7.0,20704.0,4.8,Universidad Nacional Autónoma de México,2
beginner,11.0,24650.0,4.6,University of Pennsylvania,10
beginner,9.0,10712.0,4.5,University of Illinois at Urbana-Champaign,13
beginner,15.0,16732.0,4.8,University of Illinois at Urbana-Champaign,1
beginner,33.0,24628.0,4.6,The Hong Kong University of Science and Technology,10
intermediate,24.0,29737.0,4.7,Northwestern University,8
beginner,1.5,0.0,4.7,Coursera,7
beginner,13.0,56955.0,4.5,,13
advanced,71.0,225761.0,4.9,Duke University,-1
beginner,14.0,2621.0,4.1,Universiteit Leiden,14
intermediate,24.0,29987.0,4.8,DeepLearning.AI,2
advanced,2.0,0.0,4.7,Coursera,3
beginner,11.0,12430.0,4.7,Universitat Autònoma de Barcelona,15
beginner,13.0,21632.0,4.6,University of Toronto,10
intermediate,17.0,10935.0,4.7,University of Michigan,8
beginner,18.0,129335.0,4.7,UNSW Sydney (The University of New South Wales),15
intermediate,17.0,0.0,4.7,Universidad de los Andes,4
beginner,12.0,33474.0,4.8,University of Illinois at Urbana-Champaign,1
beginner,25.0,10199.0,4.9,Crece con Google,0
intermediate,36.0,58790.0,4.4,The Hong Kong University of Science and Technology,12
intermediate,29.0,68692.0,4.6,DeepLearning.AI,11
beginner,13.0,16467.0,4.8,University of Colorado System,1
intermediate,11.0,8913.0,4.3,Emory University,12
beginner,3.0,148285.0,4.8,University of Toronto,1
advanced,21.0,7110.0,4.8,University of Colorado Boulder,2
beginner,8.0,5100.0,4.6,University of Illinois at Urbana-Champaign,10
beginner,65.0,13249.0,4.5,University of Houston,-1
beginner,10.0,55998.0,4.8,University of Michigan,1
beginner,1.5,0.0,4.7,Coursera,7
beginner,2.0,0.0,4.7,Coursera,7
advanced,2.0,0.0,4.7,Coursera,3
beginner,12.0,3736.0,4.7,Yonsei University,15
beginner,16.0,2772.0,4.9,Universidad de los Andes,0
intermediate,17.0,5004.0,4.9,Universidad de los Andes,-1
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,0.0,4.7,Coursera,3
beginner,1.5,0.0,4.7,Coursera,7
beginner,13.0,22856.0,4.8,University of Colorado System,1
intermediate,31.0,23101.0,4.4,DeepLearning.AI,12
beginner,15.0,14602.0,4.6,The University of Hong Kong,10
intermediate,34.0,17912.0,4.4,The Hong Kong University of Science and Technology,12
beginner,23.0,5676.0,4.8,Sciences Po,1
beginner,12.0,49559.0,4.6,University of Michigan,10
beginner,14.0,12343.0,4.8,Case Western Reserve University,1
beginner,40.0,5770.0,4.9,University of Illinois at Urbana-Champaign,0
beginner,11.0,0.0,4.7,University of Michigan,5
advanced,28.0,16004.0,4.9,University of Colorado Boulder,-1
intermediate,2.0,11221.0,4.7,Coursera,9
beginner,24.0,10104.0,4.8,University of Illinois at Urbana-Champaign,1
intermediate,14.0,83238.0,4.6,DeepLearning.AI,11
beginner,27.0,4932.0,4.8,Hebrew University of Jerusalem,1
intermediate,5.0,61854.0,4.8,Universidad de Chile,2
beginner,9.0,72483.0,4.7,"University of California, Davis",15
beginner,1.25,0.0,4.7,Coursera,7
intermediate,2.0,5318.0,4.7,Coursera,9
beginner,10.0,6507.0,4.7,University of Illinois at Urbana-Champaign,15
intermediate,21.0,0.0,4.7,Universidade de São Paulo,4
beginner,3.0,8647.0,4.7,University of Michigan,-1
intermediate,19.0,1873.0,4.7,New York Institute of Finance,8
beginner,13.0,0.0,4.7,Google Cloud,5
intermediate,2.0,0.0,4.7,Coursera,3
advanced,2.0,0.0,4.7,Coursera,3
beginner,8.0,32077.0,4.8,Pontificia Universidad Católica de Chile,1
beginner,16.0,125993.0,4.8,Universidade de São Paulo,1
beginner,4.0,12114.0,3.9,High Tech High Graduate School of Education,-1
beginner,1.0,1870.0,4.7,Coursera,16
beginner,14.0,379599.0,4.8,The Museum of Modern Art,1
advanced,29.0,4405.0,4.9,Autodesk,-1
intermediate,9.0,11325.0,4.4,Georgia Institute of Technology,12
beginner,13.0,0.0,4.7,Google Cloud,5
advanced,32.0,94798.0,4.5,HSE University,-1
beginner,7.0,33387.0,4.5,University of Pennsylvania,13
beginner,12.0,11234.0,4.5,Technion - Israel Institute of Technology,13
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.5,11218.0,4.7,Coursera,16
beginner,34.0,13237.0,4.7,University of London,15
beginner,13.0,5033.0,4.6,Universidad Nacional Autónoma de México,10
beginner,18.0,14386.0,4.7,HEC Paris,15
beginner,15.0,2755023.0,4.8,McMaster University,-1
beginner,11.0,0.0,4.7,University of Michigan,5
beginner,22.0,58386.0,4.6,University of California San Diego,10
intermediate,12.0,7077.0,4.8,Imperial College London,2
beginner,35.0,16452.0,4.5,University of Illinois at Urbana-Champaign,13
beginner,18.0,13019.0,4.5,The University of Melbourne,13
beginner,16.0,24464.0,4.7,University at Buffalo,15
beginner,12.0,19716.0,4.8,Georgia Institute of Technology,1
intermediate,2.0,0.0,4.7,Coursera,3
beginner,8.0,3816.0,4.6,Lund University,10
intermediate,6.0,23048.0,4.7,Google Cloud,8
beginner,6.0,0.0,4.7,DeepLearning.AI,5
beginner,22.0,24914.0,4.7,Universidad Nacional Autónoma de México,15
beginner,28.0,13499.0,4.4,Vanderbilt University,14
beginner,13.0,0.0,4.7,Google Cloud,5
beginner,6.0,41860.0,4.8,Arizona State University,1
intermediate,11.0,0.0,4.6,Google Cloud,-1
intermediate,48.0,5583.0,4.7,SAS,8
beginner,11.0,2036.0,3.8,Emory University,-1
beginner,80.0,56004.0,4.9,University of Pennsylvania,0
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,0.0,4.7,Coursera,3
beginner,1.0,2218.0,4.7,Coursera,16
advanced,28.0,12664.0,4.8,Rice University,2
intermediate,14.0,12640.0,4.7,ESSEC Business School,8
beginner,13.0,0.0,4.7,Google Cloud,5
beginner,25.0,31877.0,4.7,Georgia Institute of Technology,15
beginner,22.0,17085.0,4.7,University of Manchester   ,15
beginner,17.0,0.0,4.8,University of Lausanne,-1
beginner,13.0,26890.0,4.7,The George Washington University,15
beginner,5.0,26274.0,4.5,National Taiwan University,13
beginner,17.0,2901.0,4.8,SAS,1
beginner,5.0,3965.0,4.0,Association of International Certified Professional Accountants,14
intermediate,2.0,0.0,4.7,Coursera,3
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.5,0.0,4.7,Coursera,7
beginner,16.0,256603.0,4.7,University of Virginia,-1
intermediate,22.0,3702.0,4.4,Fundação Instituto de Administração,12
beginner,18.0,61543.0,4.9,University of Alberta,0
beginner,7.0,5002.0,4.5,University of Colorado Boulder,13
intermediate,13.0,19679.0,4.8,Universidad Nacional Autónoma de México,2
intermediate,9.0,10932.0,4.8,University of Amsterdam,2
beginner,13.0,8735.0,4.6,Google Cloud,10
beginner,6.0,121532.0,4.7,"University of California, Irvine",-1
beginner,15.0,10865.0,4.6,University System of Georgia,10
beginner,5.0,13862.0,4.5,École Polytechnique,13
beginner,8.0,0.0,4.7,"University of California, Irvine",5
beginner,11.0,0.0,4.6,University of California San Diego,-1
intermediate,2.0,0.0,4.7,Coursera,3
advanced,7.0,8101.0,4.4,University of Amsterdam,12
intermediate,27.0,20799.0,4.4,University of London,12
intermediate,9.0,0.0,4.6,IBM,-1
intermediate,8.0,2176.0,4.8,ESADE Business and Law School,2
beginner,26.0,39208.0,4.8,Duke University,1
intermediate,36.0,23659.0,4.6,University of Colorado Boulder,11
beginner,12.0,6993.0,4.8,University of Virginia,1
intermediate,21.0,61655.0,4.6,University of California San Diego,11
beginner,29.0,42857.0,4.6,UNSW Sydney (The University of New South Wales),10
intermediate,38.0,2880.0,4.1,Eindhoven University of Technology,12
beginner,15.0,4286.0,4.7,University System of Georgia,15
intermediate,11.0,6091.0,4.8,,2
beginner,11.0,6661.0,4.7,ESADE Business and Law School,15
beginner,22.0,1784.0,4.8,University of Michigan,1
beginner,13.0,0.0,4.7,University of California San Diego,5
beginner,17.0,5433.0,4.8,Google Cloud,1
beginner,22.0,24201.0,4.8,University of Michigan,1
beginner,6.0,81292.0,4.4,IE Business School,-1
beginner,48.0,3615.0,4.7,Tecnológico de Monterrey,15
beginner,9.0,7065.0,3.9,Universitat Autònoma de Barcelona,14
beginner,12.0,48233.0,4.6,Technion - Israel Institute of Technology,10
beginner,2.0,1904.0,4.7,Coursera,16
intermediate,8.0,20635.0,4.7,École des Ponts ParisTech,8
intermediate,8.0,23155.0,4.8,Georgia Institute of Technology,2
beginner,11.0,30959.0,4.8,IESE Business School,1
beginner,14.0,107381.0,4.6,Google Cloud,10
intermediate,11.0,8810.0,4.4,,12
beginner,16.0,6634.0,4.7,,15
beginner,13.0,3409.0,4.9,University of California San Diego,0
beginner,27.0,10493.0,4.8,Erasmus University Rotterdam,1
beginner,33.0,0.0,4.7,Yale University,5
beginner,15.0,15714.0,4.8,The University of Hong Kong,1
beginner,1.0,6660.0,4.1,Georgia Institute of Technology,-1
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,1.0,2655.0,4.4,University of Virginia,-1
beginner,12.0,24823.0,4.8,University of Pennsylvania,1
beginner,18.0,0.0,4.7,E-Learning Development Fund,5
intermediate,13.0,28233.0,4.8,Georgia Institute of Technology,2
beginner,17.0,14949.0,4.8,Technion - Israel Institute of Technology,1
beginner,8.0,21039.0,4.8,Tecnológico de Monterrey,1
beginner,9.0,2455.0,4.9,Institute of Certified Professional Managers,0
beginner,12.0,0.0,4.7,University of California San Diego,5
beginner,1.0,6482.0,4.6,Georgia Institute of Technology,-1
beginner,18.0,12501.0,4.7,,15
beginner,18.0,331262.0,4.6,University of Washington,10
beginner,1.0,0.0,4.7,Coursera,6
beginner,2.0,0.0,4.7,Coursera,7
beginner,14.0,75725.0,4.8,IE Business School,1
beginner,20.0,19928.0,4.7,The Pennsylvania State University,15
intermediate,21.0,6361.0,4.7,The Hong Kong University of Science and Technology,8
beginner,8.0,4148.0,4.9,"Nanyang Technological University, Singapore",0
advanced,15.0,3586.0,4.1,University of Colorado Boulder,12
beginner,9.0,26293.0,4.8,Georgia Institute of Technology,1
beginner,18.0,0.0,4.7,University of California San Diego,5
beginner,7.0,1791.0,4.5,ESADE Business and Law School,13
beginner,18.0,28361.0,4.5,University of Cape Town,13
beginner,7.0,0.0,4.7,Google Cloud,5
beginner,16.0,40218.0,4.7,University of Pennsylvania,15
beginner,1.0,8227.0,4.5,Georgia Institute of Technology,-1
intermediate,28.0,2301.0,4.8,University of Minnesota,2
beginner,1.5,0.0,4.7,Coursera,7
beginner,16.0,7341.0,4.4,University of Illinois at Urbana-Champaign,14
beginner,12.0,0.0,4.7,Universidad Austral,5
advanced,32.0,24128.0,4.8,University of Toronto,2
intermediate,1.5,0.0,4.7,Coursera,3
intermediate,2.0,3737.0,4.7,Coursera,9
intermediate,1.5,4150.0,4.7,Coursera,9
beginner,2.0,0.0,4.7,Coursera,7
beginner,27.0,109102.0,4.8,University of Illinois at Urbana-Champaign,1
beginner,18.0,99810.0,4.8,Georgia Institute of Technology,1
intermediate,3.0,1601.0,4.0,,-1
beginner,15.0,36492.0,4.7,University of Minnesota,15
beginner,28.0,3281.0,4.8,Universidad Austral,1
beginner,16.0,0.0,4.9,Universidad Austral,-1
beginner,38.0,51329.0,4.7,Copenhagen Business School,-1
beginner,32.0,243063.0,4.9,Yonsei University,0
beginner,1.0,60286.0,4.2,Georgia Institute of Technology,-1
beginner,9.0,10948.0,4.7,Alberta Machine Intelligence Institute,15
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,2.0,0.0,4.7,Coursera,3
beginner,12.0,16073.0,4.9,Universidade de São Paulo,0
advanced,23.0,15594.0,4.8,Autodesk,2
beginner,6.0,2753.0,4.6,,10
beginner,44.0,4272.0,4.7,Hebrew University of Jerusalem,15
beginner,15.0,30732.0,4.7,University of Minnesota,15
beginner,1.0,4726.0,4.7,University of Michigan,16
beginner,6.0,0.0,4.7,Emory University,5
beginner,1.0,6036.0,4.5,Georgia Institute of Technology,-1
beginner,25.0,228597.0,4.7,University of Toronto,-1
beginner,13.0,0.0,4.7,Indian School of Business,5
beginner,12.0,1784.0,4.8,Universidad Austral,1
advanced,2.0,0.0,4.7,Coursera,3
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,8.0,5356.0,4.6,University of Colorado Boulder,11
beginner,14.0,1887.0,4.4,"University of California, Davis",14
advanced,13.0,15897.0,4.7,Autodesk,8
beginner,60.0,3959743.0,4.9,Stanford University,-1
beginner,13.0,2679.0,4.8,University of Colorado System,1
intermediate,2.0,0.0,4.7,Coursera,3
beginner,2.0,6813.0,4.7,Coursera,16
beginner,24.0,4623.0,4.1,The State University of New York,14
advanced,3.0,50398.0,4.5,,-1
beginner,5.0,10515.0,4.4,"University of California, Irvine",-1
beginner,24.0,23347.0,4.7,Yale University,15
beginner,10.0,26747.0,4.8,Yale University,1
beginner,13.0,4508.0,4.8,Universidad de los Andes,1
beginner,2.0,1679.0,4.7,ESSEC Business School,16
beginner,14.0,48191.0,4.6,University of Toronto,10
beginner,1.0,13825.0,4.7,Georgia Institute of Technology,-1
intermediate,31.0,72966.0,4.8,Georgia Institute of Technology,2
intermediate,24.0,5111.0,4.8,University of Leeds,2
intermediate,14.0,0.0,4.7,University of Colorado Boulder,4
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,50.0,6389.0,4.7,Coursera,8
beginner,17.0,45548.0,4.8,University of Pennsylvania,1
beginner,8.0,15075.0,4.7,Universidad de Chile,15
intermediate,56.0,17256.0,4.9,Vanderbilt University,-1
intermediate,22.0,6033.0,4.8,École Polytechnique,2
beginner,9.0,58373.0,4.6,,10
beginner,70.0,1792.0,5.0,Universidad Austral,-1
beginner,28.0,7953.0,4.6,University of Illinois at Urbana-Champaign,10
beginner,40.0,5992.0,4.8,Yale University,1
beginner,1.0,29486.0,4.3,Georgia Institute of Technology,-1
beginner,19.0,25843.0,4.5,,13
intermediate,8.0,10320.0,4.6,Korea Advanced Institute of Science and Technology(KAIST),11
intermediate,19.0,15508.0,4.7,University of Leeds,8
beginner,2.0,2234.0,4.7,Coursera,16
beginner,7.0,40490.0,4.6,University of Pennsylvania,10
beginner,27.0,41454.0,4.7,Peking University,15
beginner,27.0,5408.0,4.8,École Polytechnique Fédérale de Lausanne,1
beginner,40.0,19084.0,4.5,LearnQuest,13
beginner,10.0,12222.0,4.7,Imperial College London,15
beginner,10.0,0.0,4.7,IBM,5
beginner,1.5,0.0,4.7,Coursera,7
beginner,1.5,2736.0,4.7,Coursera,16
beginner,15.0,3680.0,4.8,University System of Georgia,1
beginner,21.0,17066.0,4.8,Michigan State University,1
beginner,13.0,106769.0,4.8,Indian School of Business,1
